hour,small_part,med_part,sulf_diox,nitr_diox,trioxygen,temp,pres,rain,wind,wind_sp,date,carb_monox
3,171.0,171.0,13.0,23.0,112.0,18.1,997.1,0.0,E,1.4,1-May-2017,1500.0
5,105.0,105.0,2.0,28.0,38.0,26.6,998.1,3.6,SSW,0.5,30-Jul-2017,1600.0
21,65.0,91.0,38.0,118.0,6.0,-2.6,1024.8,0.0,WNW,0.7,2-Feb-2017,2400.0
11,99.0,99.0,54.0,52.0,3.0,-0.2,1020.1,0.0,WSW,2.1,6-Jan-2015,1400.0
20,106.0,174.0,4.0,109.0,20.0,12.7,1011.0,0.0,NE,0.1,19-Oct-2016,1500.0
15,184.0,184.0,19.0,44.0,136.0,17.3,1013.6,0.0,WSW,4.7,9-Apr-2016,1100.0
8,82.0,159.0,8.0,82.0,2.0,26.6,1000.5,0.0,NW,1.0,21-Jul-2014,800.0
8,121.0,147.0,16.0,86.0,4.0,-4.3,1022.9,0.0,NE,1.4,11-Dec-2017,4100.0
16,12.0,13.0,7.0,21.0,69.0,5.7,1020.6,0.0,NW,3.6,4-Dec-2016,400.0
14,3.0,41.0,2.0,18.0,193.0,34.2,992.4,0.0,SSW,2.3,16-Jun-2017,400.0
19,16.0,64.0,2.0,49.0,108.0,24.1,997.8,0.0,E,1.3,3-Sep-2015,500.0
7,7.0,9.0,2.0,59.0,6.0,18.7,1009.1,0.0,NNW,1.2,5-Sep-2014,300.0
19,153.0,153.0,2.0,53.0,128.0,27.6,995.0,0.0,WSW,0.9,3-Jul-2015,800.0
10,15.0,138.0,8.0,15.0,81.0,9.5,1003.9,0.0,NW,5.2,8-Apr-2014,300.0
11,136.0,153.0,110.0,48.0,,21.0,1009.0,0.2,WSW,1.4,8-May-2014,2000.0
5,154.0,225.0,9.0,139.0,2.0,18.0,1003.3,0.0,ENE,1.3,24-May-2016,2000.0
7,3.0,48.0,6.0,7.0,58.0,4.7,1025.0,0.0,N,4.1,12-Nov-2015,300.0
9,52.0,52.0,2.0,39.0,3.0,2.8,1017.4,0.3,ESE,2.9,20-Nov-2017,1300.0
0,176.0,176.0,10.0,29.0,200.0,28.7,998.7,0.0,SSW,1.1,20-Jun-2017,2100.0
10,69.0,152.0,77.0,90.0,39.0,23.3,998.3,0.0,NNE,1.7,13-May-2014,1700.0
5,167.0,138.0,52.0,78.0,3.0,13.4,1016.2,0.0,SE,0.5,7-Oct-2014,1700.0
7,61.0,108.0,11.0,,26.0,20.7,1003.6,0.0,SW,1.4,28-May-2017,700.0
10,71.0,106.0,2.0,83.0,48.0,23.9,1011.5,0.0,ENE,1.1,8-Sep-2016,1100.0
17,9.0,36.0,2.0,15.0,103.0,17.5,998.4,0.0,NNW,1.9,11-May-2016,300.0
23,36.0,102.0,11.0,38.0,58.0,8.6,1017.1,0.0,SSW,3.0,17-Mar-2016,600.0
20,147.0,155.0,35.0,103.0,5.0,-0.9,1029.1,0.0,SSW,1.3,28-Dec-2016,2900.0
22,72.0,173.0,18.0,41.0,111.0,15.5,1022.2,0.0,SW,4.5,26-Mar-2016,800.0
22,83.0,121.0,2.0,51.0,114.0,26.3,998.3,0.0,E,0.7,28-Jul-2016,800.0
2,92.0,92.0,4.0,30.0,37.0,15.0,1010.9,0.1,SW,1.8,4-Oct-2015,1300.0
8,12.0,25.0,34.0,39.0,45.0,-5.0,1030.0,0.0,NW,0.6,5-Feb-2016,600.0
9,128.0,162.0,12.0,80.0,8.0,11.0,1015.1,0.0,S,0.1,22-Oct-2014,1700.0
0,26.0,32.0,4.0,24.0,55.0,1.5,1016.8,0.0,N,0.8,17-Feb-2017,700.0
22,87.0,87.0,2.0,24.0,167.0,26.9,999.2,0.0,ESE,0.5,30-Jun-2017,900.0
5,23.0,46.0,2.0,26.0,43.0,11.8,1014.8,0.0,E,1.0,26-Apr-2015,200.0
3,84.0,76.0,45.0,58.0,2.0,-9.0,1020.9,0.0,N,0.7,19-Dec-2014,3000.0
9,140.0,140.0,6.0,34.0,109.0,27.2,994.9,0.0,ENE,1.3,20-Jun-2017,1200.0
3,165.0,218.0,68.0,76.0,,-4.6,1026.1,0.0,NE,0.9,16-Dec-2014,1222.923
10,,99.0,8.0,,43.0,22.7,1002.3,0.0,SSE,1.3,22-May-2016,500.0
19,45.0,45.0,2.0,35.0,49.0,13.8,1005.7,0.0,ESE,1.0,14-May-2017,500.0
2,193.0,193.0,5.0,23.0,131.0,25.6,991.8,0.0,NNW,1.0,8-Jul-2015,1300.0
21,44.0,68.0,15.0,37.0,54.0,3.7,1015.2,0.0,NE,1.3,10-Mar-2016,900.0
9,114.0,133.0,10.0,53.0,47.0,28.6,1002.7,0.0,SSE,1.8,3-Jul-2017,1300.0
14,53.0,56.0,38.0,45.0,25.0,14.3,1012.2,0.0,ENE,1.2,4-Dec-2014,900.0
14,15.0,15.0,3.0,13.0,138.0,28.4,999.8,0.0,SSE,1.2,20-Jun-2015,500.0
11,8.0,20.0,5.0,28.0,62.0,16.8,1014.1,0.0,ENE,1.6,3-Apr-2017,600.0
20,157.0,197.0,2.0,111.0,4.0,,,,,,25-Sep-2017,2300.0
20,66.0,105.0,9.0,81.0,11.0,7.9,1021.4,0.0,SE,0.5,6-Nov-2017,1800.0
0,209.0,249.0,5.0,94.0,2.0,7.0,1009.8,0.0,NNE,0.8,19-Nov-2017,3300.0
17,13.0,14.0,2.0,28.0,55.0,1.0,1025.0,0.0,WNW,4.6,16-Jan-2016,400.0
16,48.0,61.0,3.0,9.0,229.0,34.4,997.7,0.0,SSW,1.9,11-Aug-2016,700.0
9,31.0,49.0,2.0,36.0,38.0,23.8,999.2,0.0,E,1.4,16-Jul-2017,600.0
23,6.0,42.0,3.0,8.0,90.0,13.6,1012.3,0.0,NNW,3.4,4-Apr-2015,200.0
20,305.0,305.0,2.0,192.0,2.0,15.0,1017.2,0.0,NE,0.9,14-Oct-2017,2300.0
2,13.0,28.0,10.0,43.0,27.0,-1.8,1021.9,0.0,ESE,0.7,17-Feb-2017,700.0
9,186.0,201.0,58.0,101.0,18.0,1.0,1009.0,0.0,NE,1.3,14-Feb-2016,3300.0
1,57.0,78.0,14.0,42.0,15.0,-4.1,1017.0,0.0,ESE,0.7,10-Jan-2017,1400.0
11,76.0,167.0,16.0,87.0,24.0,14.7,1018.0,0.0,SSW,1.7,20-Mar-2017,1100.0
12,257.0,269.0,44.0,114.0,3.0,3.4,1015.0,0.0,E,1.2,7-Jan-2018,5900.0
16,73.0,81.0,73.0,61.0,59.0,3.7,1023.9,0.0,SSE,2.4,17-Feb-2015,1700.0
11,245.0,159.0,6.0,47.0,36.0,29.8,1000.9,0.0,S,1.6,11-Aug-2014,2200.0
3,90.0,135.0,11.0,72.0,2.0,0.1,1015.0,0.0,ENE,0.7,29-Nov-2015,1700.0
17,27.0,64.0,5.0,37.0,34.0,13.8,1016.4,0.0,SW,1.2,30-Sep-2015,400.0
20,32.0,32.0,2.0,29.0,124.0,21.6,996.6,0.0,NNE,1.8,16-Jul-2015,600.0
19,23.0,39.0,10.0,49.0,31.0,3.6,1014.0,0.0,SW,4.2,14-Dec-2016,600.0
3,59.0,70.0,3.0,26.0,93.0,24.6,1002.1,0.0,WSW,1.7,19-Jun-2017,700.0
1,103.0,132.0,9.0,58.0,3.0,-1.9,1024.7,0.0,NNE,0.9,29-Nov-2017,3300.0
14,107.0,140.0,50.0,39.0,66.0,23.6,998.3,0.0,S,3.5,26-May-2014,1200.0
7,57.0,68.0,10.0,62.0,2.0,2.8,1018.0,0.0,NE,1.4,7-Nov-2015,1300.0
19,53.0,53.0,6.0,52.0,86.0,17.8,1012.6,0.0,NNW,0.9,10-Apr-2016,600.0
2,20.0,83.0,2.0,63.0,20.0,11.5,1009.1,0.0,S,1.4,22-Apr-2016,300.0
18,19.0,19.0,9.0,25.0,80.0,7.0,1022.0,0.0,SW,1.4,18-Feb-2016,400.0
6,63.0,109.0,22.0,80.0,2.0,16.6,1013.9,0.0,NE,1.5,16-May-2014,600.0
9,256.0,256.0,13.0,127.0,9.0,-2.6,1022.7,0.0,ENE,1.5,29-Nov-2016,7400.0
23,59.0,147.0,6.0,109.0,19.0,23.7,999.9,0.0,W,0.5,21-Jul-2014,800.0
23,71.0,77.0,2.0,65.0,3.0,14.0,1013.4,0.0,NW,1.2,5-Oct-2017,1600.0
7,20.0,24.0,6.0,25.0,47.0,14.9,1007.8,0.0,WNW,5.0,11-Oct-2016,300.0
7,120.0,168.0,33.0,73.0,2.0,8.9,1005.9,0.0,NNE,1.4,31-Mar-2017,1400.0
18,74.0,141.0,21.0,51.0,156.0,25.5,1007.2,0.0,SSW,1.6,11-Sep-2014,700.0
3,52.0,70.0,15.0,32.0,2.0,-3.9,1021.1,0.0,N,1.3,15-Dec-2017,1700.0
1,66.0,83.0,6.0,60.0,13.4946,5.1,1010.3,0.0,NNW,1.4,27-Oct-2014,800.0
1,80.0,80.0,6.0,34.0,85.0,26.1,1000.9,0.0,NNE,1.4,24-Aug-2017,900.0
10,228.0,302.0,109.0,111.0,10.0,6.0,1006.0,0.0,NW,1.1,5-Jan-2016,6800.0
11,158.0,158.0,8.0,27.0,108.0,28.2,995.7,0.0,S,1.2,16-Jul-2015,1100.0
12,31.0,45.0,13.0,33.0,22.0626,10.7,1017.0,0.0,ENE,1.3,20-Nov-2014,700.0
12,219.0,229.0,18.0,108.0,5.0,10.3,1006.6,0.0,SE,2.1,14-Nov-2016,3600.0
7,36.0,120.0,15.0,80.0,4.0,19.9,1003.5,0.0,NE,0.7,23-May-2014,600.0
0,7.0,32.0,2.0,2.0,60.0,18.8,1014.7,0.0,NNW,3.7,8-Oct-2016,300.0
3,27.0,34.0,2.0,25.0,55.0,19.0,1005.3,0.0,N,1.0,8-Sep-2016,700.0
22,40.0,56.0,8.0,51.0,25.4898,7.2,1016.3,0.0,NW,0.1,4-Nov-2014,700.0
9,63.0,72.0,40.0,60.0,50.0,7.2,1030.4,0.0,E,2.9,24-Mar-2016,2200.0
23,113.0,356.0,21.0,45.0,71.0,16.5,1001.1,0.0,E,3.4,29-Mar-2016,1100.0
13,40.0,40.0,3.0,14.0,172.0,26.3,1006.1,0.0,S,1.4,29-Aug-2015,700.0
13,87.0,142.0,23.0,28.0,111.0,22.3,1005.3,0.0,SSW,3.5,24-Apr-2017,600.0
16,30.0,97.0,10.0,32.0,84.0,25.4,1001.4,0.0,SW,1.9,31-May-2017,800.0
23,265.0,286.0,1.0,49.0,34.4862,15.5,1014.7,0.0,NNW,1.0,5-Oct-2014,1222.923
20,8.0,26.0,3.0,15.0,86.0,16.7,1004.4,0.0,SW,0.4,25-Apr-2014,300.0
11,277.0,293.0,102.0,140.0,4.0,2.4,1017.0,0.0,ENE,1.4,25-Dec-2014,1800.0
20,121.0,101.0,76.0,70.0,3.0,3.8,1011.0,0.0,NW,0.1,2-Dec-2014,2000.0
3,14.0,16.0,18.0,22.0,45.0,-7.0,1027.0,0.0,WNW,3.7,27-Jan-2016,400.0
12,94.0,137.0,12.0,79.0,8.0,8.1,1016.3,0.0,SE,1.9,2-Nov-2017,1100.0
2,6.0,7.0,3.0,9.0,82.0,3.4,1014.2,0.0,NNW,1.2,2-Apr-2014,300.0
6,6.0,49.0,2.0,19.0,70.0,23.4,1000.2,0.0,SSW,1.9,15-Aug-2017,500.0
3,17.0,16.0,14.0,34.0,30.0,-4.9,1024.2,0.0,N,1.8,27-Dec-2014,400.0
8,29.0,14.0,23.0,43.0,6.8544,0.0,1027.7,0.0,ENE,2.4,17-Dec-2014,1222.923
14,37.0,53.0,2.0,35.0,157.0,29.9,1008.2,0.0,E,0.8,8-Aug-2016,900.0
15,26.0,272.0,12.0,14.0,68.0,8.6,1003.1,0.0,NW,3.8,31-Dec-2014,200.0
1,71.0,236.0,8.0,128.0,4.0,14.1,1013.0,0.0,WSW,0.5,25-Apr-2016,1100.0
10,226.0,226.0,10.0,61.0,39.0,17.4,1011.2,0.0,S,0.8,8-Oct-2015,1600.0
7,9.0,24.0,2.0,46.0,3.0,20.1,993.3,0.0,NNW,1.1,2-Sep-2017,400.0
1,34.0,87.0,11.0,103.0,2.0,3.8,1013.6,0.0,NNE,1.1,11-Apr-2014,1000.0
17,,388.0,12.0,67.0,29.0,11.7,1019.2,0.0,SW,0.0,28-Oct-2015,600.0
5,42.0,70.0,30.0,43.0,13.0,-2.3,1023.4,0.0,SW,1.4,26-Jan-2015,1100.0
0,47.0,112.0,16.0,67.0,21.0,8.9,1007.0,0.0,E,0.5,4-Apr-2014,900.0
3,158.0,158.0,6.0,43.0,42.0,21.0,1003.3,0.0,ENE,1.4,9-Jun-2017,2200.0
23,22.0,59.0,21.0,64.0,29.0,-4.5,1031.1,0.0,NNW,3.6,24-Jan-2017,1100.0
21,113.0,114.0,16.0,35.0,96.0,22.4,1008.4,0.0,ESE,2.4,18-Sep-2014,1700.0
11,34.0,54.0,2.0,40.0,84.0,30.3,996.4,0.0,S,1.9,2-Jul-2017,700.0
15,95.0,99.0,22.0,105.0,87.0,15.7,1014.1,0.0,SW,2.7,27-Feb-2018,1600.0
15,135.0,153.0,24.0,44.0,238.0,31.0,993.8,0.0,SSE,3.5,21-May-2015,1400.0
1,70.0,70.0,2.0,17.0,98.0,29.8,1001.9,0.0,SSW,2.3,11-Aug-2017,600.0
6,65.0,129.0,30.0,83.0,,14.4,1008.4,0.0,SW,1.3,2-May-2014,1200.0
17,287.0,357.0,27.0,94.0,26.0,13.4,1005.5,0.0,ESE,1.8,16-Mar-2016,1900.0
5,246.0,246.0,22.0,83.0,9.0,11.0,1014.6,0.0,SE,1.5,11-Apr-2016,3500.0
6,165.0,165.0,2.0,28.0,11.0,11.5,1013.8,0.0,NNW,1.5,15-Oct-2017,1600.0
22,127.0,142.0,17.0,89.0,3.0,0.7,1021.9,0.0,WSW,1.0,6-Dec-2016,2600.0
8,66.0,66.0,5.0,89.0,11.0,27.2,1004.7,0.0,NE,1.7,7-Aug-2015,700.0
15,206.0,206.0,15.0,105.0,16.0,3.5,1026.1,0.0,ENE,1.2,5-Jan-2018,4500.0
1,85.0,142.0,19.0,100.0,2.0,4.0,1030.0,0.0,ENE,1.3,23-Nov-2015,1900.0
19,,51.0,2.0,12.0,85.0,25.6,992.5,0.0,NW,4.8,18-May-2016,200.0
15,87.0,87.0,22.0,60.0,36.0,10.1,1011.0,0.0,ENE,1.3,4-Dec-2017,1400.0
12,165.0,184.0,34.0,66.0,42.0,13.7,1005.8,0.0,SE,1.7,22-Apr-2014,1000.0
23,125.0,125.0,4.0,94.0,2.0,16.5,1007.1,0.0,ENE,1.3,26-Sep-2015,1700.0
5,31.0,31.0,26.0,55.0,11.0,12.7,1018.5,0.0,SW,1.1,21-Oct-2015,1200.0
13,24.0,46.0,23.0,44.0,68.0,19.8,1003.0,0.0,SSE,1.4,9-May-2014,300.0
18,115.0,115.0,18.0,80.0,4.0,6.0,1006.9,0.0,NW,0.5,11-Feb-2017,2600.0
14,25.0,28.0,8.0,7.0,106.0,30.9,999.2,0.0,WNW,4.1,14-Aug-2016,300.0
3,10.0,16.0,3.0,17.0,22.0,9.2,1010.9,0.0,N,0.9,13-May-2017,200.0
12,207.0,207.0,11.0,91.0,64.0,25.9,1000.0,0.0,ENE,2.7,29-Jun-2016,1222.923
16,10.0,51.0,2.0,6.0,83.0,4.2,1026.4,0.0,N,5.2,28-Feb-2017,300.0
21,92.0,153.0,48.0,88.0,11.0,-1.0,1019.0,0.0,ENE,1.0,2-Jan-2016,2100.0
15,179.0,179.0,22.0,35.0,294.0,31.1,1001.7,0.0,S,2.5,23-Jun-2016,1800.0
4,5.0,6.0,11.0,9.0,57.0,-9.0,1031.5,0.0,NE,1.6,9-Feb-2015,400.0
8,126.0,145.0,5.0,73.0,5.5692,8.1,1019.1,0.0,NW,0.8,1-Nov-2014,1700.0
3,160.0,221.0,25.0,61.0,41.0,10.6,1005.9,0.0,NW,1.1,8-Apr-2015,1300.0
23,5.0,24.0,2.0,15.0,48.0,9.7,1016.0,0.0,WNW,2.3,1-Nov-2015,200.0
14,236.0,279.0,107.0,112.0,52.0,12.2,1011.4,0.0,SSW,2.7,15-Mar-2014,1899.0
16,8.0,36.0,2.0,7.0,95.0,19.4,1011.8,0.0,NNW,4.1,3-Apr-2015,200.0
5,22.0,22.0,9.0,48.0,18.0,-5.6,1034.5,0.0,ESE,1.2,27-Dec-2016,900.0
6,55.0,39.0,2.0,41.0,24.0,22.3,995.4,0.4,W,0.4,28-Aug-2014,700.0
4,173.0,189.0,36.0,82.0,52.0,1.0,1016.2,0.0,NE,0.8,15-Mar-2014,2399.0
7,153.0,159.0,10.0,91.0,2.0,11.6,1009.3,0.0,NNE,1.2,1-Apr-2015,1300.0
4,27.0,32.0,2.0,25.0,43.0,22.8,998.1,0.0,NW,1.1,26-Jun-2017,600.0
1,11.0,11.0,2.0,26.0,65.0,20.6,997.7,0.0,N,1.0,15-Aug-2015,300.0
11,13.0,44.0,15.0,21.0,65.0,-0.9,1027.4,0.0,NNW,3.1,25-Jan-2017,800.0
22,9.0,127.0,2.0,20.0,75.0,16.1,1006.3,0.0,NNW,4.9,28-Mar-2017,300.0
21,63.0,98.0,6.0,42.0,95.0,20.6,1004.7,0.0,NNE,1.2,13-Sep-2015,700.0
15,129.0,181.0,9.0,111.0,5.0,22.4,1006.5,0.0,SSW,1.4,17-Sep-2014,1900.0
5,107.0,104.0,9.0,51.0,16.0,0.5,1004.8,0.0,ENE,0.5,21-Mar-2014,1000.0
13,56.0,56.0,16.0,10.0,156.0,28.1,1000.5,0.0,NE,1.4,5-Jul-2016,900.0
16,145.0,155.0,24.0,93.0,3.0,0.9,1017.7,0.0,SW,0.9,25-Dec-2017,2200.0
15,288.0,288.0,20.0,41.0,25.0,4.0,1008.0,0.0,N,3.2,21-Feb-2016,2500.0
18,192.0,196.0,3.0,17.0,253.0,31.4,990.1,0.0,ENE,1.2,6-Aug-2014,1400.0
13,165.0,165.0,16.0,41.0,115.0,15.8,1009.9,0.0,SSE,2.7,9-Apr-2016,1100.0
10,28.0,49.0,19.0,43.0,26.0,7.5,1017.3,0.0,NNE,1.6,7-Dec-2017,800.0
15,81.0,98.0,13.0,28.0,227.0,29.6,998.7,0.0,S,2.2,5-Jun-2017,900.0
6,175.0,191.0,12.0,49.0,116.0,21.7,1006.5,0.0,ESE,1.9,4-Jun-2014,1899.0
13,162.0,162.0,2.0,68.0,29.0,17.1,1008.3,0.0,S,1.1,16-Oct-2017,1200.0
12,5.0,13.0,2.0,9.0,67.0,-10.9,1039.8,0.0,WNW,5.7,22-Jan-2017,500.0
1,77.0,90.0,1.0,25.0,91.0,22.4,999.3,0.0,NNW,0.6,22-Aug-2014,900.0
0,3.0,6.0,,13.0,80.0,17.7,1006.5,0.9,NNW,0.9,5-Sep-2014,400.0
13,11.0,40.0,7.0,13.0,48.0,-1.8,1026.0,0.0,WNW,7.4,16-Dec-2015,300.0
22,13.0,72.0,3.0,15.0,63.0,0.2,1023.7,0.0,N,3.4,3-Mar-2016,400.0
17,23.0,23.0,2.0,30.0,52.0,21.5,1002.9,0.0,W,3.8,1-Oct-2016,400.0
12,116.0,165.0,33.0,107.0,5.0,1.6,1026.7,0.0,E,2.0,24-Dec-2017,3400.0
6,60.0,72.0,10.0,43.0,36.0,9.1,1008.3,0.0,NNW,1.1,12-Apr-2015,800.0
6,35.0,38.0,2.0,20.0,47.0,22.3,993.6,0.0,NE,0.6,21-Jun-2017,600.0
10,19.0,24.0,67.0,30.0,33.0,1.6,1024.8,0.0,NW,2.8,21-Jan-2015,700.0
1,342.0,300.0,34.0,56.0,89.0,13.4,1002.2,0.0,NNW,1.1,27-Mar-2015,2100.0
4,84.0,102.0,6.0,78.0,3.0,-1.6,1017.3,0.0,W,1.4,12-Dec-2016,2700.0
19,17.0,17.0,2.0,22.0,82.0,14.0,995.4,0.0,NW,4.5,2-Apr-2016,600.0
8,59.0,117.0,6.0,96.0,4.0,28.4,1002.6,0.0,E,1.1,14-Jul-2017,1200.0
10,69.0,76.0,24.0,59.0,9.0,-0.7,1023.2,0.0,SSE,2.0,7-Feb-2018,1400.0
5,88.0,88.0,2.0,26.0,2.0,24.2,996.8,0.0,SE,0.7,22-Jul-2017,1000.0
12,,,3.0,,,15.5,1021.4,0.9,NE,1.5,29-Sep-2016,5700.0
19,209.0,251.0,74.0,138.0,2.0,2.0,1012.0,0.0,E,0.7,23-Jan-2016,3400.0
21,19.0,30.0,2.0,42.0,59.0,19.0,993.7,0.0,NW,1.6,8-Jun-2015,500.0
10,15.0,38.0,8.0,32.0,54.0,13.5,1018.2,0.0,WNW,3.4,24-Oct-2014,400.0
18,18.0,59.0,2.0,16.0,106.0,29.6,1000.2,0.0,S,3.8,3-Jun-2016,300.0
0,109.0,134.0,49.0,100.0,2.0,-7.0,1020.0,0.0,ENE,1.5,2-Jan-2016,2600.0
4,5.0,21.0,5.0,8.0,49.0,-1.5,1021.7,0.0,N,4.1,20-Jan-2015,400.0
2,164.0,221.0,48.0,59.0,2.0,3.4,1007.4,0.0,NNW,1.4,16-Mar-2017,1800.0
12,9.0,26.0,7.0,5.0,75.0,7.4,1021.1,0.0,NE,4.0,25-Jan-2015,300.0
6,112.0,201.0,25.0,103.0,2.0,9.1,1011.7,0.0,NE,1.1,12-Apr-2015,1800.0
21,77.0,114.0,5.0,59.0,88.0,19.2,1010.7,0.0,N,1.0,14-Sep-2016,1100.0
19,66.0,96.0,15.0,37.0,259.0,27.8,1004.0,0.0,SE,1.7,5-Jul-2016,1400.0
16,19.0,33.0,12.0,34.0,43.0,-0.2,1023.0,0.0,SE,1.4,22-Jan-2018,500.0
12,75.0,128.0,4.0,,201.0,33.2,995.8,0.0,SE,2.2,10-Aug-2014,700.0
3,48.0,80.0,17.0,37.0,12.0,-3.3,1027.0,0.0,SE,2.5,15-Jan-2018,900.0
6,13.0,23.0,9.0,22.0,30.0,-4.0,1029.0,0.0,NNE,1.8,3-Dec-2015,500.0
21,8.0,21.0,2.0,31.0,5.0,22.7,1001.2,0.0,E,1.9,2-Sep-2017,400.0
21,58.0,83.0,30.0,73.0,5.0,-3.5,1026.0,0.0,NE,0.6,5-Dec-2015,1600.0
4,15.0,32.0,10.0,2.0,,-2.4,1023.6,0.0,NNW,3.7,26-Jan-2017,800.0
7,12.0,18.0,,23.4042,21.6342,-5.0,1022.5,0.0,ENE,1.3,28-Dec-2014,1222.923
16,18.0,33.0,16.0,15.0,58.0,6.0,1016.6,0.0,E,1.2,3-Jan-2015,400.0
15,58.0,68.0,18.0,59.0,34.0,6.1,1004.1,0.7,NNW,1.0,4-Apr-2014,1800.0
14,128.0,128.0,41.0,96.0,6.0,1.2,1023.3,0.0,NNE,0.7,25-Dec-2017,2200.0
0,37.0,59.0,5.0,59.0,28.0,-3.5,1033.0,0.0,SW,1.4,15-Jan-2018,900.0
14,33.0,33.0,4.0,26.0,118.0,27.6,1004.6,0.0,SE,1.7,27-Sep-2016,600.0
20,93.0,126.0,32.0,113.0,7.0,-3.1,1022.8,0.0,WSW,1.6,8-Jan-2017,2000.0
17,123.0,446.0,7.0,40.0,117.0,27.1,991.8,0.0,SW,1.3,15-May-2015,400.0
22,64.0,70.0,3.1416,84.0,1.0,13.4,1014.4,0.0,SSW,0.5,13-Oct-2014,900.0
14,43.0,87.0,19.992,34.0,79.0,22.9,1007.0,0.0,WSW,2.8,11-Oct-2014,400.0
8,149.0,215.0,39.0,103.0,2.0,15.8,1011.5,0.0,N,1.2,31-Mar-2015,2200.0
3,15.0,37.0,12.0,22.0,60.0,-4.5,1029.3,0.0,N,3.4,25-Jan-2017,700.0
17,41.0,49.0,5.0,32.0,152.0,26.3,1001.7,0.0,E,1.3,17-Jul-2016,900.0
13,21.0,44.0,9.0,20.0,56.0,4.7,1015.1,0.0,NNW,3.7,19-Dec-2015,400.0
11,49.0,49.0,24.0,33.0,61.0,6.9,1022.6,0.0,NNE,4.1,10-Dec-2016,1200.0
10,9.0,18.0,3.0,29.0,64.0,1.7,1023.6,0.0,NNW,3.7,8-Mar-2017,400.0
9,54.0,54.0,4.0,50.0,7.0,15.7,1026.7,0.6,NNW,0.8,29-Sep-2016,1400.0
1,22.0,55.0,6.0,66.0,1.0,15.1,1006.2,0.0,E,0.7,31-Aug-2014,500.0
2,,,,,,-3.3,1030.0,0.0,ENE,0.9,19-Dec-2015,1222.923
15,38.0,41.0,49.0,58.0,38.0,2.9,1020.9,0.0,WSW,1.2,2-Mar-2014,900.0
17,6.0,85.0,2.0,16.0,47.0,-1.4,1024.0,0.0,NNW,4.3,15-Dec-2015,400.0
12,21.0,45.0,12.0,48.0,17.0,9.7,1024.4,0.0,ESE,2.5,8-Nov-2017,900.0
14,8.0,10.0,3.0,21.0,104.0,35.7,993.5,0.0,NE,1.7,11-Aug-2015,200.0
5,138.0,105.0,3.0,40.0,14.0,23.2,993.9,0.0,NNW,0.1,19-Jul-2014,1300.0
19,71.0,71.0,16.0,39.0,98.0,0.1,1029.7,0.0,SSW,2.2,30-Jan-2018,700.0
7,55.0,97.0,20.0,72.0,4.0,-5.2,1008.8,0.0,NNW,1.3,15-Jan-2017,2200.0
17,57.0,104.0,4.0,32.0,261.0,33.7,1004.3,0.0,WSW,2.2,9-Aug-2016,800.0
8,11.0,50.0,9.0,41.0,44.0,13.3,1012.2,0.0,NNE,2.2,27-Mar-2017,600.0
7,33.0,84.0,2.0,49.0,2.0,7.4,1006.5,0.0,ENE,1.1,9-Oct-2016,900.0
23,58.0,155.0,13.0,44.0,156.0,29.6,994.8,0.0,WSW,3.9,31-May-2016,900.0
20,108.0,163.0,23.0,123.0,1.0,6.1,1014.3,0.0,SSE,0.0,26-Oct-2014,1300.0
9,142.0,205.0,62.0,97.0,22.0,15.7,1006.7,0.0,NE,1.9,3-Apr-2014,1500.0
15,657.0,675.0,19.0,217.0,14.0,-1.4,1011.7,0.0,S,1.1,25-Dec-2016,1222.923
12,84.0,123.0,14.0,54.0,56.0,18.3,1004.7,0.0,ESE,1.7,16-Apr-2015,600.0
16,21.0,49.0,17.0,22.0,67.0,7.0,1013.3,0.0,NNW,1.9,3-Jan-2015,1222.923
12,17.0,35.0,17.0,47.0,35.0,1.0,1030.0,0.0,WSW,0.7,27-Feb-2016,800.0
2,32.0,32.0,2.0,20.0,55.0,19.3,995.4,0.0,W,0.4,10-Aug-2015,400.0
5,102.0,102.0,2.0,50.0,14.0,24.9,999.2,0.0,NE,0.6,7-Jul-2015,600.0
10,117.0,141.0,64.0,64.0,6.0,5.0,1008.9,0.0,WNW,6.7,10-Dec-2014,4000.0
20,173.0,183.0,5.0,68.0,65.0,14.1,1010.6,0.0,NW,1.7,7-Oct-2015,1300.0
22,56.0,56.0,3.0,69.0,79.0,25.0,998.1,0.0,E,0.1,10-Aug-2015,700.0
17,15.0,22.0,4.0,20.0,144.0,32.7,999.4,0.0,ESE,2.3,19-Aug-2014,400.0
16,96.0,96.0,6.0,13.0,195.0,26.8,999.4,0.0,E,2.3,20-Sep-2015,900.0
6,36.0,48.0,19.0,45.0,4.0698,-1.6,1014.6,0.0,NNW,1.1,20-Nov-2014,1300.0
6,18.0,57.0,6.0,2.0,63.0,-3.9,1023.5,0.0,N,2.9,26-Jan-2017,700.0
6,47.0,47.0,2.0,21.0,41.0,11.2,1016.4,0.0,NW,1.1,21-Oct-2017,600.0
21,19.0,39.0,2.0,19.0,69.0,18.0,1001.8,0.0,NW,1.0,22-Apr-2017,500.0
12,,12.0,14.0,11.0,163.0,32.8,995.2,0.0,SSW,2.7,5-Jun-2015,600.0
16,8.0,16.0,3.0,18.0,65.0,7.0,1020.0,0.0,W,3.7,9-Jan-2016,400.0
23,11.0,27.0,2.0,24.0,59.0,24.3,999.6,0.0,E,1.5,11-Jun-2017,500.0
